EXERCICIO,DESC_ORGAO,CODIGO_RUBRICA,DESC_RUBRICA,RECEITA_PREVISTA,RECEITA_ARRECADADA,RECEITA_ARRECADADA_JAN,RECEITA_ARRECADADA_FEV,RECEITA_ARRECADADA_MAR,RECEITA_ARRECADADA_ABR,RECEITA_ARRECADADA_MAI,RECEITA_ARRECADADA_JUN,RECEITA_ARRECADADA_JUL,RECEITA_ARRECADADA_AGO,RECEITA_ARRECADADA_SET,RECEITA_ARRECADADA_OUT,RECEITA_ARRECADADA_NOV,RECEITA_ARRECADADA_DEZ
2016,Prefeitura,1325015323,CONV. ATN/FC 10333-BR-TERMO COOPER.TEC.-PROG. REVIT. CENTRO HISTORICO -SMU,0,16 219999999999999,1 22,1 1699999999999999,1 3799999999999999,1 26,1 3400000000000001,1 4299999999999999,1 3700000000000001,1 51,1 3999999999999999,1 3400000000000001,1 3400000000000001,1 46
2016,Prefeitura,1325015370,CONV.MEC/FNDE 657697/2009 - CONSTRUCAO DE UNIDADES DE EDUCACAO INFANTIL,0,688195 64000000001,51893 839999999997,49829 339999999997,58337 800000000003,53623 07,56951 480000000003,60293 709999999999,58144 769999999997,64339 07,59296,56756 190000000002,56702 239999999998,62028 129999999997
2016,Prefeitura,1325015520,CONTR. CEF/SMO 395830-88 - PRO-TRANSPORTE - GUA   RATIBA,0,103324 25999999999,8048 0600000000004,3221 0100000000002,11786 66,13994,9434 8999999999996,546 37,8703 1399999999994,8831 7199999999993,1678 4300000000001,3550 6700000000001,7162 8599999999997,26366 439999999999
2016,Prefeitura,1325015614,TRANSFERENCIAS DO FNDE - PROGRAMA ESPECIAL DE RECUPERACAO DA REDE FISICA ESCOLAR PUBLICA,2340410,1063097 49,102417 46000000001,95407 059999999998,105177 11,91556 570000000007,97047 789999999994,98505 789999999994,89772 820000000007,96287 220000000001,84214 929999999993,74980 509999999995,61953 510000000002,65776 720000000001
2016,Prefeitura,1325019810,Conv. 008/2012/CEF - VIVENDAS DAS PATATIVAS - T   TS PMCMV - SMH,0,10505 160000000002,432 26999999999998,886 72000000000003,1042 3299999999999,1090 1199999999999,1248 6300000000001,1233 55,1156 4100000000001,1336 6400000000001,849 12,734 38999999999999,368 52999999999997,126 45
2016,Prefeitura,1325019817,Conv. 027/2012/CEF - RESIDENCIAL VIVENDAS RECAN   TO DA NATUREZA - TTS PMCMV - SMH,0,16332 710000000001,779 26999999999998,1234 3599999999999,1450 9200000000001,1681 55,2027 4200000000001,2399 9499999999998,1885 47,2028 21,1231 5699999999999,1008 34,421 38,184 27000000000001
2016,Prefeitura,1325019969,CONV. CR 0385.247-02/2012 - SINALIZACAO TURISTICA - SETUR,0,96956 610000000001,2093 6199999999999,4344 6700000000001,14821 07,6012 75,1656 6500000000001,13133 85,6671 0699999999997,17027 610000000001,7069 25,6865 3900000000003,15258 040000000001,2002 6400000000001
2016,Prefeitura,1325019979,CONV. TC0437.267-69/2014/CEF-COMPLEXO ESPORTIVO DE DEODORO-RIO 2016-AREA NORTE-SMO,0,1620072 1100000038,52632 970000000001,48730 669999999998,29951 240000000002,32975 470000000001,32108716 600000001,-31829662 02,231285 17000000001,222734 69,223540 07000000001,185262 39000000001,180901 54000000001,133003 32000000001
2016,Prefeitura,1600130703,SERVICOS DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS-F/SPA,849,2346 2999999999997,116 7,0,129,533 39999999999998,230 69999999999999,342 30000000000001,71 400000000000006,253 5,61 200000000000003,207,129,272 10000000000002
2016,Prefeitura,1600190101,VENDA DE INGRESSOS - SMC,2268,2148 4099999999999,313,0,78 180000000000007,306 27999999999997,206 78,357,106,280 19999999999999,19 100000000000001,43 200000000000003,1001 2,-562 52999999999997
2016,Prefeitura,1600190102,VENDA DE INGRESSOS-ADMINISTRACAO DIRETA-DREM,0,920 75,0,0,0,0,0,0,0,0,0,0,0,920 75
2016,Prefeitura,1721340157,TRANSFERENCIAS DO FNAS - PISO FIXO DE MEDIA COMPLEXIDADE,4656000,8339723 5299999993,468000,0,0,986222 45999999996,1431222 46,1160611 23,715611 22999999998,715611 22999999998,0,1431222 46,0,1431222 46
2016,Prefeitura,1721340159,TRANSFERENCIAS DO FNAS - PISO DE ALTA COMPLEXIDADE II - POP. DE RUA,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1721359908,TRANSFERENCIAS DO FNDE-PROGRAMA APOIO A CRECHES-BRASIL CARINHOSO TD-SME,41684665,40810249 049999997,0,15852350 189999999,0,0,0,15852350 189999999,0,0,0,9105548 6699999999,0,0
2016,Prefeitura,1761030196,CONSTRUCAO DE CONSELHO TUTELAR REFERENCIAL,434240,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995110,CONV111/2012/MTE/SPPE/CODEFAT-PLANSINE SPETR ACOES ORIEN PROF INT MO E HAB SEG DESEMP-SMTE,4039254,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995111,CONV 009/2012/CEF - RESIDENCIAL MANGUEIRA II - TTS PMCMV - SMH,0,60248 240000000005,0,0,0,20883 889999999999,0,32183 490000000002,0,7180 8599999999997,0,0,0,0
2016,Prefeitura,1722010401,COTA-PARTE DO IPI SOBRE EXPORTACAO,46293355,43786786 140000001,4377491 21,3654834 3099999996,3496584 5,3896130 9399999995,3994410 6099999999,1847569 8300000001,3758772,3263365 1600000001,3573580 4900000002,3270383 27,4149920 3099999996,4503743 5099999998
2016,Prefeitura,1724010401,TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA IPI-EX,41581975,41191545 780000001,4318590 4500000002,3335261 54,3256266 3599999999,3341204 2799999998,3794206 3599999999,2257725 0699999998,3067620 75,3099801 6899999999,3394468 6699999999,3587776 3900000001,3749507 5800000001,3989116 6400000001
2016,Prefeitura,1761030197,IMPLANTAR E IMPLEMENTAR O CENTRO DE REFERENCIA DE DIREITOS HUMANOS,793882,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995125,CONV 023/2012/CEF - RESIDENCIAL VACCARI- TTS PMCMV - SMH,0,151213 19,41995 449999999997,0,0,26137 279999999999,0,59456 370000000003,0,23624 09,0,0,0,0
2016,Prefeitura,1761995144,CONV. 806406/2014/MTE/SENAES - UDES - UNIDADE DE DESENVOLVIMENTO ECONOMICO E SOLIDARIO - R,329694,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995148,CONV 824460/2015/MJ/SESGE - IMPLEMENTACAO DO PLANO NACIONAL DE SEGURANCA PARA A REALIZACAO,0,11877966 890000001,11877966 890000001,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1913110101,IPTU - MULTAS E JUROS DE MORA,327547692,187990630 49000001,10269216 25,11354409 560000001,12147872 970000001,12225681 359999999,12248903 23,13131849 439999999,23111309 140000001,16307512 949999999,10276193 07,17820897 079999998,24465974 640000001,24630810 800000001
2016,Prefeitura,1913990201,OUTRAS TAXAS - MULTA E JUROS DE MORA - FISCALIZACAO ADMINISTRATIVA,5173,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1915990108,OUTRAS RECEITAS DE DIVIDA ATIVA NAO TRIBUTARIA - MULTAS JUROS DE MORA E CORRECAO MONETARIA,150616,4058256 8799999999,25143 619999999999,19185 84,18194 369999999999,15615 17,16180 559999999999,22150 139999999999,27764 610000000001,3843488 3199999998,19648 439999999999,14002 719999999999,12973,23910 09
2016,Prefeitura,1325019999,CONV. N.029/2012/CEF - RESIDENCIAL SPERANZA-TTS PMCMV-SMH,0,11870,715 45000000000005,685 57000000000005,805 86000000000001,1057 8199999999999,1344 4300000000001,1811 78,1243 98,1496 26,1205 1199999999999,974 99000000000001,379 45999999999998,149 28
2016,Prefeitura,1325029951,RENDIMENTOS DE APLICACOES FINANCEIRAS - RECURSOS DO TESOURO,300922379,249941732 67000002,11483951 550000001,60700916 530000001,31968626 07,28500054 440000001,26799426 550000001,23617998 77,17730697 539999999,15006538,10760888 779999999,7355057 5599999996,6200072 0300000003,9817504 8499999996
2016,Prefeitura,1600130105,INSCRICAO EM CONCURSOS - ADM.DIRETA,2601500,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1721227004,COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO-FEP-DREM,0,227512 22,0,0,0,0,0,0,0,0,0,0,0,227512 22
2016,Prefeitura,1721340172,TRANSFERENCIAS DO FNAS - ACOES ESTRATEGICAS - PROGRAMA DE ERRADICACAO DO TRABALHO INFANTIL,204000,255000,68000,0,0,0,0,0,0,0,0,0,0,187000
2016,Prefeitura,1721350101,TRANSF. DO FNDE-SALARIO-EDUCACAO/FNDE-LEI 10832 29/12/2003,411399284,375943558 20999992,29072416 969999999,52301534 68,31756780 050000001,29498650 809999999,29638060 199999999,29072615 25,28905332 949999999,29230956 620000001,28815148 640000001,29492853 59,29145952 149999999,29013256 300000001
2016,Prefeitura,1721350201,TRANSF. DO FNDE-PDDE/FNDE - DINHEIRO DIRETO NA ESCOLA-PDDE,36421838,23840482 450000003,3760,0,0,0,426632 64000000001,533755 43999999994,288898 65999999997,1273505 51,3374179 9300000002,15783104 810000001,1797965 46,358680
2016,Prefeitura,1722223003,ROYALTIES DO PETROLEO - DIVERSOS,115089155,72220639 060000002,6792441 29,6673351 4199999999,5115447 2699999996,5028469 0199999996,5693112 3899999997,5374053 9699999997,7420067 6500000004,7779562 21,7464415 4199999999,7533816 0099999998,7769346 0899999999,-423443 6799999997
2016,Prefeitura,1724010301,TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA ICMS,1839508373,1683063676 3800001,153669330 84999999,133676029 34,158799964 21000001,131528379 09,158920360 66,134929250,117263440 16,143522852 94,128939522 23,125360858 72,151311293 80000001,145142394 38
2016,Prefeitura,1721340171,TRANSF.DO FNAS-PISO BASICO VARIAVEL-SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-SC,7086000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1722010201,COTA-PARTE DO IMPOSTO S/A PROPR. DE VEICULOS AUTOMOTORES,557980208,648309903,143845716 63,185824614 34999999,92336404 450000003,62746124 399999999,29333729 050000004,28283031 929999996,24043319 829999998,17967139 859999999,16955792 530000001,14789392 829999998,17591972 870000001,14592664 27
2016,Prefeitura,1761035102,CONV. MULHERES DA PAZ/PROJETO - MJ,5299727,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995138,CONV 007/2012/CEF - CONDOMINIO VARESE - TTS PMCMV - SMH,0,61900 169999999998,41321 760000000002,0,0,20578 41,0,0,0,0,0,0,0,0
2016,Prefeitura,1764010105,CONV.INSTITUICOES DE ENSINO-PROGRAMA DE QUALIFICACAO PROFISSIONAL-SMS,0,90343 979999999996,2978 9000000000001,778 5,1900 1900000000001,5345,5671 8100000000004,1720 8099999999999,27844 009999999998,1415 8099999999999,16913 139999999999,0,24360,1415 8099999999999
2016,Prefeitura,1911400101,MULTAS E JUROS DE MORA - ISS,94229596,88491540 5,6356444 2699999996,6378579 3899999997,7358968 3600000003,5896305 6200000001,6936189 9800000004,6897612 5300000003,6004291 7000000002,7035156 8899999997,8803746 5199999996,8257411 46,8667841 9700000007,9898991 8100000005
2016,Prefeitura,1911990106,MULTAS E JUROS DE MORA - TAXA DE COLETA DOMICILIAR DO LIXO,3426993,2824585 6400000001,112214 13,201263 72,210364 60000000001,221272 76000000001,281614 65999999997,195028 54000000001,214812 95999999999,217661 78,202567 76000000001,238773 97,269806 56,459204 20000000001
2016,Prefeitura,1919150106,MULTAS DE TRANSITO-REG.NAC.INFRACOES DE TRANSITO-RENAINF,6076530,8264268 6699999981,685392 54000000004,582226 53000000003,707342 65000000002,512449 26000000001,487801 32000000001,1672511 4399999999,1188866 51,1010005 36,516288 92999999999,1302020 48,1290947 3799999999,-1691583 7300000002
2016,Prefeitura,1919270120,MULTAS POR INFRACOES CONTRATUAIS - FMS,7028,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761030109,PROJETO AFIRMANDO RAIZES/SEMINARIOS SOBRE DEBATES DA IGULADADE RACIAL E DIREITOS HUMANOS,414077,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1913990102,IVVC - MULTAS E JUROS DE MORA,17244,13588 540000000001,934 61000000000001,946 47000000000003,948 84000000000003,951 21000000000004,953 58000000000004,955 95000000000005,958 33000000000004,1664 8099999999999,1667 1800000000001,965 44000000000005,1671 9300000000001,970 19000000000005
2016,Prefeitura,1915990104,MULTAS POR INFRACOES - MULTAS JUROS DE MORA E CORRECAO MONETARIA,3515392,4836521 9199999999,312647 79999999999,298105 59000000003,252010 54999999999,212043 04000000001,300395 21000000002,466227 41999999998,1524064 6299999999,519236 79999999999,276865 65999999997,223884 84,211460 07000000001,239580 31
2016,Prefeitura,1919350103,MULTAS POR DANOS AMBIENTAIS -DREM,0,882673 08999999997,0,0,0,0,0,0,0,0,0,0,0,882673 08999999997
2016,Prefeitura,1919500103,INFRACOES - OBRAS PARTICULARES,3915277,2684443 4300000002,93687 990000000005,143894 84,237236 04000000001,165891 63,204948 06,148225 54000000001,173240 76000000001,272688 78999999998,248470 06,230064 22,335706 15999999997,430389 34000000003
2016,Prefeitura,1932990102,MULTAS POR INFRACOES - MULTAS JUROS DE MORA E CORRECAO MONETARIA,13137627,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1990990528,DESCONTOS OBTIDOS - ADM DIRETA,0,53176 150000000001,0,0,0,0,0,0,47393 5,0,1420 6199999999999,0,0,4362 0299999999988
2016,Prefeitura,2219010101,ALIENACAO DE OUTROS BENS MOVEIS-BENS INTANGIVEIS,300000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2421029908,TRANSFERENCIA DO FNDE - TC PAR N 00137/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,98223 729999999996,0,0,0,0,0,0,0,0,0,0,0,98223 729999999996
2016,Prefeitura,1761995116,CONV 014/2012/CEF - RESIDENCIAL CASCAIS - TTS PMCMV - SMH,0,240296 5,72402 330000000002,0,0,74509 509999999995,0,0,67669 399999999994,25715 259999999998,0,0,0,0
2016,Prefeitura,1913990202,MULTAS E JUROS DE MORA - TIP  TCLLP  TSD,12838,17172481 469999999,982216 76000000001,1221270 5600000001,1133826 47,1134544 77,1223705 1899999999,1447354 5900000001,2474772 73,1527897 49,1145823 8899999999,1216977 1200000001,2466688 8599999999,1197403 04
2016,Prefeitura,1919150111,MULTAS DE TRANSITO-TRANSPORTE IRREGULAR,0,2 9103830456733704E-11,134713 14000000001,115960 46000000001,114454 48,28613 619999999999,27107 639999999999,76804 979999999996,-481088 53999999998,0,0,0,-16565 779999999999,0
2016,Prefeitura,1919270121,MULTAS POR INFRACOES CONTRATUAIS - FMS,166448,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1919990110,MULTA DE FISCALIZACAO DE DEFESA DO CONSUMIDOR - FUMDC,76185,378483 13000000012,336765 38,6221 4300000000003,1163 3900000000001,12044 74,8950 6499999999996,78018 449999999997,36486 629999999997,1219 8199999999999,1230 8900000000001,1242 3299999999999,5497 5699999999997,-110358 14999999999
2016,Prefeitura,1990990111,CONVERSAO DE DEPOSITOS ADMINISTRATIVOS TRIBUTARIOS (DAT),0,263931239 08999997,0,0,0,0,0,0,0,0,278870709 81999999,-3136010 8599999999,-1487445 24,-10316014 630000001
2016,Prefeitura,1990990506,DESCONTOS OBTIDOS - FOE PGM,12343,13510 200000000001,975,975,975,975,975,975,1027 2,1105 5,1105 5,1105 5,1105 5,2211
2016,Prefeitura,1990990518,DESCONTOS OBTIDOS - FMS,7502,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471990149,CONV.729907/2009/MJ-AQUISICAO EQUIPAMENTOS E INSTALACAO DE VIDEOMONITORAMENTO-PRONASCI-CVL,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1922990101,ANULACAO DE DESPESAS DE EXERCICIOS ANTERIORES,1832303,541108 39000000001,0 20000000000000001,666 67999999999995,666 67999999999995,27740 68,666 63999999999999,333 33999999999997,2553 3000000000002,0,0,11679 200000000001,0,496801 66999999998
2016,Prefeitura,1931990199,OUTRAS TAXAS,723004,847071 41999999993,38294 720000000001,29533 93,61998 989999999998,45672 730000000003,27220 349999999999,139851 85000000001,119262 61,68114 529999999999,25835 740000000002,64139 830000000002,158780 48999999999,68365 649999999994
2016,Prefeitura,1990990529,DESCONTOS OBTIDOS-ADM. DIRETA-DREM,0,17586 849999999999,0,0,0,0,0,0,0,0,0,0,0,17586 849999999999
2016,Prefeitura,2114030124,SMO-CT 296.179-98- SANEAMENTO PARA TODOS/ ESG. SANITARIO- BACIA DO CACAO VERMELHO,55298253,27506830 890000001,0,8611777 0600000005,0,0,2063652 26,0,0,0,0,0,7488584 7199999997,9342816 8499999996
2016,Prefeitura,2421029905,TRANSFERENCIA DO FNDE - TC PAR N 00525/2015 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,75698 5,0,75698 5,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471995104,CONV. 386.791-20/2012 - PROJETO DE ACESSIBILIDADE PRA O MRJ - SETUR,400000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471995105,CONV. 385.247-02/2012 - SINALIZACAO TURISTICA- SETUR,1600000,8432418 9499999993,0,1500000,1090017 6799999999,0,0,2052379 1000000001,1419750,0,0,2370272 1699999999,0,0
2016,Prefeitura,2471995127,CONV. PAC OLIMPICO 0416.062-57-PARQUE OLIMPICO DA BARRA - VELODROMO,12449046,45220520 289999999,0,0,14000000,0,0,0,0,0,0,15000000,0,16220520 289999999
2016,Prefeitura,2471995131,CONV. TC 0437.268-73/2014/CEF - COMPLEXO ESPORTIVO DE DEODORO - RIO 2016 - DOMINIO URBANO,3224453,8679716 7400000002,4326534 4500000002,0,0,0,1946628 77,0,0,0,0,0,0,2406553 52
2016,Prefeitura,1761995130,CONV 028/2012/CEF - RESIDENCIAL ZARAGOSA-TTS PMCMV - SMH,0,258512 92999999999,88354 070000000007,0,0,62023 5,0,0,39841 25,68294 110000000001,0,0,0,0
2016,Prefeitura,1761995133,CONV 002/2012/CEF - CONDOMINIO FERRARA - TTS PMCMV- SMH,0,102774 36,42946 68,0,0,24937 93,0,0,24744 98,10144 77,0,0,0,0
2016,Prefeitura,1761995137,CONV 006/2012/CEF - CONDOMINIO TREVISO - TTS PMCMV- SMH,0,113498 31999999999,42337 029999999999,0,0,23935 529999999999,0,0,31796 5,15429 26,0,0,0,0
2016,Prefeitura,1911990104,MULTAS E JUROS DE MORA - TAXA LIC.FISCAL.OBRAS REAL.LOGRAD. PUBL.,5319,195 06,0,0,0,0,0,0,0,195 06,0,0,0,0
2016,Prefeitura,1919990109,MULTAS - LEI 10.741/03 - ESTATUTO NACIONAL DO IDOSO-FMID,0,2650,200,200,0,0,0,0,375,375,375,375,375,375
2016,Prefeitura,1922070105,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES,0,213261 35000000003,9884 0900000000001,5407 1000000000004,3905,23996 68,73350 369999999995,79739 830000000002,0,18 140000000000001,0,1 0600000000000001,16959 080000000002,0
2016,Prefeitura,1990990118,CONTRAPARTIDA - LEI COMPLEMENTAR 104/2009,35074801,9522174 9000000004,0,0,0,0,0,0,0,0,7327563 8700000001,1955502 4399999999,1955502 4399999999,-1716393 8500000001
2016,Prefeitura,2225010107,ALIENACOES DE IMOVEIS - AREAS MUNICIPAIS,413200000,58400730 280000001,0,0,0,0,3960725 4100000001,0,705042 02000000002,1991444 1399999999,931492 02000000002,1891012 02,16658022 02,32262992 649999999
2016,Prefeitura,2421015103,CONSTRUCAO E REFORMA DE UNIDADES HOSPITALARES - SUS,500000,10793190,0,0,0,0,500000,0,0,0,0,0,2004200,8288990
2016,Prefeitura,1721360101,DESONERACAO DO ICMS EXPORTACAO - L.C. N 87/96,7036889,6512805 2399999984,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002,542733 77000000002
2016,Prefeitura,1721990101,AUXILIO FINANCEIRO PARA FOMENTAR AS EXPORTACOES - FEX,5157472,14790590 24,0,0,0,1926650 4399999999,1926650 4399999999,1926650 4399999999,0,0,0,0,0,9010638 9199999999
2016,Prefeitura,1761995136,CONV 005/2012/CEF - CONDOMINIO TRENTO - TTS PMCMV - SMH,0,121743 11,45047 260000000002,0,0,26732 650000000001,0,0,33082 459999999999,16880 740000000002,0,0,0,0
2016,Prefeitura,1761995139,CONV 008/2012/CEF - VIVENDAS DAS PATATIVAS - TTS PMCMV - SMH,0,98623 169999999998,55432,0,0,21163 110000000001,0,0,22028 060000000001,0,0,0,0,0
2016,Prefeitura,1766990107,CONV 030/2012/MTE/SENAES-PROJ RIO ECON SOL-COMPL ALEMAO DA MARE ANTARES/PALMARES E M.COROA,999350,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1915990109,OUTRAS MULTAS E JUROS DE MORA DA DIVIDA ATIVA DE OUTRAS RECEITAS-DREM,0,17305 459999999999,0,0,0,0,0,0,0,0,0,0,0,17305 459999999999
2016,Prefeitura,1919990111,TERMO DE AJUSTAMENTO DE CONDUTA - TAC (DARM) - FUMDC,43,3500,0,0,0,0,0,0,0,0,0,0,5000,-1500
2016,Prefeitura,1931350101,RECEITA DA DIVIDA ATIVA DA TAXA DE FISCALIZACAO E VIGILANCIA SANITARIA,0,1865 95,0,0,0,0,0,0,0,0,0,91 489999999999995,0,1774 46
2016,Prefeitura,1990990101,OUTRAS RECEITAS FMDCA,508926,1306382 7999999998,36704 139999999999,50058 129999999997,22980 849999999999,71752 309999999998,26882 240000000002,129980 73,34928 949999999997,35663 389999999999,479211 62,28830 779999999999,148797 48999999999,240592 17000000001
2016,Prefeitura,1600990105,SERVICOS DE VENDA DE TIQUETE DE ESTACIONAMENTO-SMTR,5438814,5165612,0,0,1261280,444800,409600,430400,444800,390400,444800,449600,419200,470732
2016,Prefeitura,1600990108,SERVICOS DE REMOCAO E ESTADIA DE VEICULOS,23159455,20832375 860000003,2026533 8400000001,1590980 1500000001,2353500 73,1606196 54,1727282 8299999998,1474964 4299999999,1618964 4000000001,1848864 8600000001,1624171 0800000001,1712985 3500000001,1345247 2799999998,1902684 3700000001
2016,Prefeitura,1721224003,ROYALTIES DO PETROLEO - LEI 9478/97 - DIVERSOS,46594810,50800213 599999994,0,11476841 550000001,1929065 97,2116380 5499999998,7925543 9299999997,1869297 98,2906966 3199999998,10877800 140000001,3196171 2599999998,3358644 21,3927139 4399999999,1216362 25
